pt-br,en
Tom não sabe que Mary é comprometida.,Tom doesn't know Mary is married.
Tom chamou Mary de idiota.,Tom called Mary a moron.
Tom me disse que conhecia Mary.,Tom told me he knew Mary.
Quem foi que ganhou a competição?,Who won the contest?
O fugitivo atravessou o rio.,The fugitive crossed the river.
Eu não sei se eu terei filhos.,I don't know if I'll have kids.
Eu não sei se terei filhos.,I don't know if I'll have kids.
Eu não seu se vou ter filhos.,I don't know if I'll have kids.
Não sei se vou ter filhos.,I don't know if I'll have kids.
Não sei se terei filhos.,I don't know if I'll have kids.
O que será que ela está pensando de mim agora?,I wonder what she's thinking of me now?
Tom não estava mancando.,Tom wasn't limping.
Tom não conseguiu atravessar o rio a nado.,Tom wasn't able to swim across the river.
O que será que elas estão fofocando?,I wonder what they're gossiping about.
Eu não quero comprar nada.,I don't want to buy anything.
Eu não quero demiti-lo.,I don't want to fire you.
Eu não quero demiti-la.,I don't want to fire you.
"Olá, mundo!","Hello, people of the world!"
"Quanto mais me esforço, mais erros cometo.","The more I try, the more mistakes I make."
Estou aqui porque quero.,I'm here because I want to be.
Tom não estava de máscara.,Tom wasn't wearing a mask.
Tom não estava usando máscara.,Tom wasn't wearing a mask.
Não vamos demitir Tom.,We're not going to fire Tom.
Tom disse que Mary não fez isso.,Tom said Mary didn't do that.
As crianças correram em direção ao parquinho.,The kids ran toward the playground.
Por que não perguntamos ao Tom sobre isso?,Why don't we ask Tom about that?
Eu não disse nada a Tom.,I didn't say anything to Tom.
Tom disse que precisava aprender a fazer isso.,Tom said he needed to learn how to do that.
Até o Tom sabia que a Mary não gostava de espinafre.,Even Tom knew Mary didn't like spinach.
Ela chegou.,She arrived.
Não sou parecido com você.,I don't look like you.
Não me pareço com você.,I don't look like you.
Não sei o que eu faria sem você.,I don't know what I'd do without you.
Ele não xingou.,He didn't half swear.
"O Tom tem um filho, eu acho.","Tom has a kid, I think."
Tom disse que não resistiu a isso.,Tom said he couldn't resist doing that.
Eu parei de falar.,I stopped to talk.
Parei de falar.,I stopped to talk.
Tom não gosta de dirigir à noite.,Tom doesn't like driving at night.
Eu sabia que Tom não ia parar.,I knew Tom wasn't going to stop.
Eu não sabia que Tom estava com ciúmes.,I didn't know Tom was jealous.
Vou me arriscar aqui e agora.,I'll take my chances right here and now.
Eu vu me arriscar aqui e agora.,I'll take my chances right here and now.
Eu só quero voltar.,I just want to go back.
"Quem sabe, sabe.","He who knows, knows."
Tom não machucou ninguém.,Tom didn't hurt anybody.
Eu não quero machucar ninguém.,I don't want to hurt anybody.
Tom não machucou ninguém.,Tom didn't hurt anyone.
Tom disse que Mary não estava com frio.,Tom said Mary wasn't cold.
Tom disse que estava chovendo.,Tom said it was raining.
Estou saindo desta cidade.,I'm leaving this town.
"Estou aqui, meus amigos.","I'm here, my friends."
Tom ainda não cortou a carne.,Tom hasn't cut the meat yet.
"Vê se cresce, Tom.","Grow up, Tom."
O operário obedeceu temeroso ao patrão.,The worker bowed down to the boss.
O trabalhador curvou-se diante do patrão.,The worker bowed down to the boss.
O que você pode dizer?,What can you say?
O que você pode esperar?,What can you expect?
O que você pode fazer agora?,What can you do now?
É mais barato ir de ônibus.,It's cheaper to take the bus.
Tom quer morar neste país.,Tom wants to live in this country.
Não se preocupe com o que Tom disse.,Don't worry about what Tom said.
Tom não apertou o botão.,Tom didn't push the button.
Tom não pressionou o botão.,Tom didn't push the button.
Tom! O carro está pegando fogo!,Tom! The car is on fire!
Ele está com medo dele.,He's afraid of him.
Eu duvido muito disso.,I seriously doubt it.
Duvido muito disso.,I seriously doubt it.
Ele chegou da Argélia.,He arrived from Algeria.
Ele está de pé agora.,He's now up.
Elas disseram que eram primas do noivo.,They said they were the groom's cousins.
Chame o médico!,Call the doctor!
Tom acabou de comprar aquele terno.,Tom just got that suit.
Eu não fui cobrado ainda.,I haven't been charged yet.
Não fui cobrado ainda.,I haven't been charged yet.
Agora você sabe por que eu não te contei isso antes.,Now you see why I didn't tell you before.
Vamos Transar.,Let's fuck.
Tom acabou de desligar.,Tom just hung up.
Não quero que você vá para a sua casa.,I don't want you to go home.
Eu não quero que você vá para a sua casa.,I don't want you to go home.
Eu viajo para o trabalho de bicicleta.,I bike to work.
Eu vou para o trabalho de bicicleta.,I bike to work.
Elas me conheciam.,They knew me.
O Tom disse que sabia que poderia precisar fazer isso na segunda-feira.,Tom said he knew he might need to do that on Monday.
Não posso ocultar meus sentimentos.,I can't hide my feelings.
Não é para tanto.,It's not that big a deal.
Fica com a gente.,Stay with us.
Como nós estamos indo?,How're we doing?
Ela disse que era feliz.,She said she was happy.
Tom vomitou.,Tom vomited.
Teremos de trabalhar juntos nisso.,We'll have to work together on that.
Teremos que trabalhar juntos nisso.,We'll have to work together on that.
Nós teremos que trabalhar juntos nisso.,We'll have to work together on that.
Nós teremos de trabalhar juntos nisso.,We'll have to work together on that.
E se alguma coisa quebrar?,What if something gets broken?
Estamos indo ao mercado.,We're going to the market.
Nós estamos indo ao mercado.,We're going to the market.
Onde fica isso?,Where's that?
Eu tenho medo do exame.,I'm scared of the exam.
Quem pegou as minhas canetas?,Who took my pens?
Onde é isso?,Where's that?
Nós não estamos aqui para nos divertir.,We're not here to have fun.
Ainda não pediram para que o Tom fizesse isso.,Tom hasn't yet been asked not to do that.
Vamos fazer uma surpresa para o Tom.,Let's surprise Tom.
Eu tenho certeza de que eu não fiz tudo que eu deveria.,I'm pretty sure I haven't done everything I was supposed to do.
Tenho certeza de que eu não fiz tudo que eu deveria.,I'm pretty sure I haven't done everything I was supposed to do.
Tenho certeza de que eu não fiz tudo que eu deveria fazer.,I'm pretty sure I haven't done everything I was supposed to do.
Eu acho que o Tom e a Mary teriam nos ajudado se eles estivessem lá.,I think Tom and Mary would've helped us if they'd been there.
Acho que o Tom e a Mary teriam nos ajudado se eles estivessem lá.,I think Tom and Mary would've helped us if they'd been there.
Nós não vamos cozinhar para eles.,We won't cook for them.
Não vamos cozinhar para eles.,We won't cook for them.
Não vamos cozinhar para elas.,We won't cook for them.
Nós não vamos cozinhar para elas.,We won't cook for them.
Ele o encontrou.,He found it.
Eu terei a minha vingança.,I'll get my revenge.
Eu não sabia que Tom tinha vencido a corrida.,I didn't know Tom had won the race.
"Nós tivemos sorte, eu acho.","We've been lucky, I think."
"Tivemos sorte, eu acho.","We've been lucky, I think."
Você está acabado.,You're through.
Eu não sei como desistir.,I don't know how to give up.
Não sei como desistir.,I don't know how to give up.
"Eles parecem felizes, não é?","They seem happy, don't they?"
Eu disse a Tom que ele não ia gostar daqui.,I told Tom he wouldn't like it here.
Eu acho que é seguro nadar aqui.,I think it's safe to swim here.
Eu sei que Tom é corajoso.,I know Tom is brave.
Eles são uns trapalhões.,They're a bunch of klutzes.
O cachorro protegeu as crianças.,The dog protected the kids.
Isto será um divisor de águas.,This will be a game changer.
Eu sei exatamente de quem você está falando.,I know exactly who you're talking about.
Eu sei exatamente de quem vocês estão falando.,I know exactly who you're talking about.
Não fui eu que deixei o cachorro entrar.,It wasn't me who let the dog in.
Não fui eu quem deixou o cachorro entrar.,It wasn't me who let the dog in.
Eu não estudo nesta escola.,I don't go to this school.
Eu também não quero conversar com você.,I don't want to talk to you either.
Tom não retruca ninguém.,Tom doesn't talk back to anybody.
Estou um pouco decepcionado.,I'm a little disappointed.
Estou um pouco decepcionada.,I'm a little disappointed.
Eu e Tom não estudamos na mesma escola.,Tom and I don't go to the same school.
Tom disse que não queria dormir no porão.,Tom said he didn't want to sleep in the basement.
Tom disse que não queria mais trabalhar aqui.,Tom said he didn't want to work here anymore.
Nós informaremos ao Tom.,We'll inform Tom.
Vamos informar o Tom.,We'll inform Tom.
Nós vamos informar o Tom.,We'll inform Tom.
Errei o golpe.,I goofed.
Dei uma mancada.,I goofed.
Não comprei nada.,I didn't buy anything.
Não mintam!,Don't lie.
Não mintam!,Don't tell lies.
Não mintam!,Don't tell lies!
Fui a pé.,I walked.
"Vou ter um bebê, Tom!","Tom, I'm going to have a baby!"
Ela não gostou de tudo.,She didn't like everything.
Quem está te levando para casa?,Who's taking you home?
O que Tom está fazendo aqui fora?,What's Tom doing out here?
Tom deixou a porta da cozinha escancarada.,Tom left the kitchen door wide open.
Tom me disse que não sabe o que é isso.,Tom told me he doesn't know what that is.
Nós não estamos brincando.,We're not kidding.
Não estamos brincando.,We're not kidding.
Você não está vendo que estamos ocupados?,Can't you see we're busy?
Você não está vendo que nós estamos ocupados?,Can't you see we're busy?
"Eu não queria ir, mas Tom me obrigou.","I didn't want to go, but Tom made me go."
Ele é grego.,He's Greek.
Nunca acreditarei nisso.,I'll never believe in that.
Já fiz as minhas orações da noite.,I've already said my prayers for the night.
Tom não é o único que está com sono.,Tom isn't the only one who's sleepy.
Eu não sabia que Tom estava dormindo.,I didn't know Tom was sleeping.
Eu não sabia que Tom queria fazer isso sozinho.,I didn't know Tom wanted to do that alone.
"Eu sei que Tom não gosta de mim, mas não me importo.","I know Tom doesn't like me, but I don't care."
Estamos sendo pagos por hora.,We're being paid by the hour.
Acho que não vou ficar sozinho.,I don't think I'll be alone.
Nós todos vamos fazer isso.,We're all going to do that.
Todos nós vamos fazer isso.,We're all going to do that.
Eu jurava que era verdade.,I swore it was true.
Você nunca sabe qual o Tom vai pegar.,You never know which Tom you're going to get.
Eu nunca vou deixar você fazer isso.,I'll never let you do that.
Nunca deixarei você fazer isso.,I'll never let you do that.
Quem está no comando dessa unidade?,Who's in command of this unit?
Ele é só um sonhador.,He's just a dreamer.
Diga a Tom que eu fui pescar.,Tell Tom I've gone fishing.
"Não temos tempo para isso, Tom.","We don't have time for this, Tom."
Por que você simplesmente não conta para ele?,Why don't you just tell him?
Eu não acho que o Tom esteja escondendo alguma coisa.,I don't think Tom is hiding anything.
Não acho que o Tom esteja escondendo alguma coisa.,I don't think Tom is hiding anything.
"Eles vão abrir um outro restaurante parecido com esse, mas com vista para a praia.","They're going to open another restaurant just like this, but with a beach view."
Ele se moveu para perto dela.,He's moved closer to her.
Eu não acho que eles fizeram isso.,I don't think they did this.
Não acho que eles fizeram isso.,I don't think they did this.
Tom olhou para as mãos.,Tom looked down at his hands.
Tom não nos deixará.,Tom won't leave us.
O Tom não sabia que o que estava fazendo era ilegal.,Tom didn't know what he was doing was illegal.
Eu acho que isso é verdade.,I guess that's true.
Acho que isso é verdade.,I guess that's true.
Estou retornando de novo.,I'm coming back again.
Estou voltando de novo.,I'm coming back again.
Ele passou a noite acordado.,He spent the night awake.
As novas vagas serão preenchidas por mais de 500 oficiais administrativos.,The new vacancies will be filled by more than 500 administrative officials.
Ela é exatamente o que eu estava procurando.,She's exactly what I was looking for.
Ele não para de falar.,He doesn't stop talking.
"Tenha cuidado, Tom!","Be careful, Tom!"
"Se eu fosse você, não iria.","If I were you, I wouldn't go."
Tom não sabe por que isso aconteceu.,Tom doesn't know why that happened.
Tom enxaguou sua boca.,Tom rinsed his mouth.
Tom enxaguou os pratos.,Tom rinsed the plates off.
Eu não acredito nisso.,I don't believe in that.
Tom nem sequer esperou por Mary.,Tom didn't even wait for Mary.
Precisamos de doações.,We need donations.
Você sabe por que Tom não come carne?,Do you know why Tom doesn't eat meat?
Não entendi o que ele disse.,I didn't catch what he said.
Eu não entendi o que ele disse.,I didn't catch what he said.
Está certo.,It's right.
É correto.,It's right.
Eu me pergunto se realmente serei capaz de fazer isso sozinho.,I wonder if I'll really be able to do that by myself.
Me pergunto se realmente serei capaz de fazer isso sozinho.,I wonder if I'll really be able to do that by myself.
Você não é o único que sabe fazer isso.,You're not the only one who knows how to do that.
Tom me disse que ele não usa mais o Facebook.,Tom told me he doesn't use Facebook anymore.
Não o pare.,Don't stop him.
Eu não tenho televisão.,I don't have a TV.
Era tarde demais.,It was too late.
Sou um policial.,I'm a police officer.
Não se meta em nossa conversa.,Don't cut in while we're talking.
Tom não sabe contar.,Tom can't count.
Tom comprou um cachorro quente para mim.,Tom bought me a hotdog.
Agora eu sei por que Tom me odeia.,Now I know why Tom hates me.
Você está brincando!,You're kidding!
Eles concordaram em assinar a papelada.,They agreed to sign the paperwork.
Elas concordaram em assinar a papelada.,They agreed to sign the paperwork.
Tom ajudou Mary a limpar a casa.,Tom helped Mary clean the house.
Estou bem cansado.,I'm so tired.
Estou tão cansado!,I'm so tired.
Tom não gosta de viajar sozinho.,Tom doesn't like to travel alone.
O exame deu negativo.,The test came back negative.
Tom disse que estava cansado de esperar.,Tom said he was tired of waiting.
Tom nem sequer consegue guardar um segredo.,Tom can't even keep a secret.
Eu realmente não me importo com o que o Tom pensa.,I really don't care what Tom thinks.
"Tchau, boa noite.","Bye, good night."
Esse é o livro que eu achava que eu tinha perdido.,That's the book I thought I'd lost.
Tom foi de carro pois tem medo de voar.,Tom went by car as he's afraid of flying.
Por que os cachorros não podem comer chocolate?,Why can't dogs eat chocolate?
Eu não queria acordar as crianças.,I didn't want to wake up the kids.
Eu não queria acordar as crianças.,I didn't want to wake the kids up.
Eu só quero ver o Tom.,I just want to see Tom.
Tom estendeu as roupas dele no varal.,Tom hung his clothes on the clothesline.
Tom estendeu a roupa lavada no varal.,Tom hung the laundry up on the clothesline.
Eu sei que Tom não fez isso de propósito.,I know Tom didn't do that on purpose.
Desta vez eu não vou com você.,This time I'm not going with you.
Desta vez eu não vou com vocês.,This time I'm not going with you.
Eu estou perdido.,I'm lost.
Ele não me disse quem o ajudou.,He hasn't told me who helped him.
Você nem sabe quem é seu pai.,You don't even know who your father is.
Eu vou te contar quando terminar.,I'll let you know when it's over.
Vou te contar quando terminar.,I'll let you know when it's over.
Layla ouviu os tiros.,Layla heard the shots.
Ele jurou.,He swore.
Fizemos nosso trabalho.,We did our work.
Tom perdeu o último trem e teve que voltar para casa de táxi.,Tom missed the last train and had to take a taxi home.
Tom tirou a camiseta.,Tom took his T-shirt off.
O Tom tirou a camiseta.,Tom took his T-shirt off.
O Tom tirou a sua camiseta.,Tom took his T-shirt off.
Estamos cumprindo o nosso dever.,We're doing our duty.
Essa rua é de sentido único.,That's a one-way street.
Nós não lavamos as nossas mãos.,We didn't wash our hands.
"Sarah e Marsha, eu amo vocês mais do que vocês podem imaginar.",Sarah and Marsha - I love you both more than you can imagine.
Não se gabe só porque você esteve na TV uma vez.,Don't boast just because you were on TV once.
Eu nunca vou fazer isso.,I won't ever do that.
Fodam-se vocês dois!,Fuck both of you!
Eu não vou permitir que você tire a minha liberdade de tirar a sua liberdade.,I won't allow you to take away my freedom to take away your freedom.
Pare de tirar o meu direito de tirar o direito de outras pessoas.,Stop taking away my right to take away other people's right.
Não fui eu que deixei o cachorro sair.,It wasn't me who let the dog out.
Não fui eu quem deixou o cachorro sair.,It wasn't me who let the dog out.
Quem vai tomar conta do seu cachorro amanhã?,Who'll look after your dog tomorrow?
Esse cachorro é de Tom.,That dog's Tom's.
Tom disse que Mary não tinha cachorro.,Tom said Mary didn't have a dog.
Por que os cachorros não gostam de gatos?,Why don't dogs like cats?
Sentimos muita falta de nossas esposas.,We really miss our wives.
Sentimos muita saudade de nossas esposas.,We really miss our wives.
Sentimos muito a falta de nossas esposas.,We really miss our wives.
"Ouço dizer que a Terra é redonda, mas não acredito, disse o agricultor.","I hear the Earth is round, but I don't believe it, said the farmer."
Eu não gostaria de viver assim.,I wouldn't want to live like that.
Eu nunca soube donde vinha este trem.,I never knew where this train came from.
Pare de mimimi.,Quit whining.
O dever me chama.,Duty calls.
Maria se recostou na cadeira.,Mary leaned back in her chair.
Eu gosto delas pra caramba.,I like them so much!
Tom estava abusando da sorte.,Tom was pushing his luck.
É isso o que estamos procurando?,Is that what we're looking for?
"Ah, tá tudo na mesma.","Just the same old, same old."
"Quero morar com Fernando, mas não quero abrir mão da minha vida em São Paulo.","I want to live with Fernando, but I don't want to give up my life in São Paulo."
Pelo amor de Deus!,For the love of God!
Estou enrolando no trabalho hoje.,I'm slacking off at work today.
Eu não engulo essa história.,I don't buy it.
Eles se preparam.,They prepare themselves.
Não fale comigo dessa forma!,Don't talk to me that way!
Não falem comigo dessa forma!,Don't talk to me that way!
Elas se preparam.,They prepare themselves.
Seu microfone está ligado.,Your mic's on.
Ninguém sabe que eu estou aqui.,No one knows I'm here.
O Tom disse que queria ajudar.,Tom said he wanted to help.
"kkk, o que?","Lol, what?"
"Se eu não fizer isso, serei demitido.",I'll get fired if I don't do that.
"Se eu não fizer isso, serei demitida.",I'll get fired if I don't do that.
Adivinhe onde eu achei isto.,Guess where I found this.
Adivinhem onde eu achei isto.,Guess where I found this.
Tom disse que queria sair da banda.,Tom said he wanted to quit the band.
Minha vida é como um teste para o qual não estudei.,My life is like a test I haven't studied for.
É hora de tomar banho!,Time to take a bath!
"Eu não sou dorminhoco, é que eu não consegui dormir nada ontem à noite.","I'm not a sleepy-head, I just couldn't get any sleep last night."
Ajudei Tom a entrar no carro.,I helped Tom get in the car.
Precisamos descarregar este caminhão antes que comece a chover.,We've got to unload this lorry before it starts to rain.
O carro de Tom foi rebocado.,Tom's car got towed.
"Mas eu não fiz nada! ""Ele está mentindo!""","But I didn't do anything! ""He's lying!"""
Nós não estávamos preparados para isso.,We weren't ready for this.
Tom é o ex de Mary.,Tom is Mary's ex.
Eu não sou o Mark.,I'm not Mark.
Nós fizemos uma caminhada ao longo do rio.,We walked along the river.
A rua segue ao longo do rio.,The street runs along the river.
A rua segue paralelamente ao rio.,The street runs along the river.
A rua ladeia o rio.,The street runs along the river.
Acho que você está assim porque não está fazendo o que realmente gosta.,I think you're like this because you're not doing what you really like.
Eu nunca mais vi aquele cara de novo na minha vida toda.,I never saw that guy again in my whole life.
Mary não vai permitir cachorros na casa dela.,Mary won't allow dogs in her house.
Mary disse que ela iria reclamar.,Mary said she'd complain.
Ela aprendeu.,She learned.
Eles sabiam que estavam em perigo.,They knew they were in danger.
Foi uma linha que nenhum de nós queria cruzar.,That was a line neither of us wanted to cross.
Você sabe que eu não posso ir para a Austrália com você.,You know I can't go to Australia with you.
Sobre o que o Tom está reclamando agora?,What's Tom complaining about now?
O Tom prometeu ajudar a gente.,Tom promised he'd help us.
Eu sempre fui fiel à minha palavra.,I've always been true to my word.
Não pule por cima da cerca!,Don't jump over the fence!
Ele chegou às três.,He arrived at three.
Eu sou uma aranha faminta.,I'm a starved spider.
Tom não vai pra lá amanhã.,Tom won't go there tomorrow.
Foi um baque para nós.,It was a blow to us.
Nós vamos ficar juntos o tempo todo.,We'll be together all the time.
Vamos ficar juntos o tempo todo.,We'll be together all the time.
Eu iria aí se você quisesse.,I'd go there if you want.
Pagaremos com cheque.,We'll pay by check.
Hein?,Huh?
Eu gosto muito deles!,I like them so much!
"Tom sabia, mas não contou a ninguém.","Tom knew, but he didn't tell anyone."
A enxurrada arrastou os carros.,The flood swept the cars away.
Tomamos o bonde.,We took the tram.
Os palestinos têm o direito de viver em sua própria terra.,The Palestinians have the right to live on their own land.
Tom não fará nada hoje.,Tom won't do anything today.
Eu não vi um gato nessa viagem inteira.,I haven't seen a single cat this whole trip.
Ele teve exatamente o que merecia.,He got exactly what he deserved.
Ele teve exatamente o que mereceu.,He got exactly what he deserved.
Ele é uma enciclopédia ambulante.,He's a walking encyclopedia.
Tom pendurou o casaco em um gancho.,Tom hung his coat on a hook.
Tom pendurou o paletó em um gancho.,Tom hung his jacket on a hook.
Eu não perguntei nada a Tom.,I didn't ask Tom anything.
"A garotinha, agarrando-se aos joelhos dela, queixou-se do frio.","The little girl, hugging her knees, complained about the cold."
Mary disse que estava feliz em me ver.,Mary said she was glad to see me.
Por que estamos fazendo tudo isso?,Why are we doing all this?
"Quem te ajudou? ""Foi o Tom.""","Who helped you? ""Tom did."""
"Quem te ajudou? ""Tom.""","Who helped you? ""Tom did."""
Tom começou a fazer perguntas.,Tom started asking some questions.
Eu sou enfermeiro.,I'm a nurse.
Matemática é muito difícil!,Math is really hard!
Eu não sei o que dizer para ela.,I don't know what to say to her.
"Não sei, disse Tom.","I don't know, said Tom."
"Eu não sei, disse Tom.","I don't know, said Tom."
Brrr! O inverno está chegando!,Brrr! Winter's coming!
Eu sou Kabyle.,I'm Kabyle.
Sou como meu pai.,I'm like my father.
Quem está vendo TV?,Who's watching TV?
Quem está assistindo à televisão?,Who's watching TV?
Antes eu não tivesse dito isso.,I wish I hadn't said that.
Ninguém jamais esteve ali e saiu com vida para contar a história.,No one's ever been there and lived to tell the tale.
"Jamais alguém, que esteve lá, viveu para contar a história.",No one's ever been there and lived to tell the tale.
Eu não quero ganhar peso.,I don't want to get fat.
Eles se divertiriam.,They'd have fun.
Vocês estão errados.,You're wrong.
Não se movam.,Don't move.
Não se movam.,Don't move!
Eles já comeram.,They've already eaten.
Vamos começar por vocês.,Let's start with you.
Elas são inimigas.,They're enemies.
Vocês escreveram a elas.,You've written to them.
Vocês escreveram a eles.,You've written to them.
Você escreveu a elas.,You've written to them.
Você escreveu a eles.,You've written to them.
Elas escreveram a elas.,They wrote to them.
Elas escreveram a eles.,They wrote to them.
Eles escreveram a elas.,They wrote to them.
Eles escreveram a eles.,They wrote to them.
Escrevi ao Tom.,I wrote to Tom.
Elas não escreveram nada.,They didn't write anything.
Eles não escreveram nada.,They didn't write anything.
Elas sabem muito.,They know enough.
Eles sabem o suficiente.,They know enough.
Eu mesma sei disso.,I know it myself.
Eu mesmo sei disso.,I know it myself.
Onde estão vocês?,Where are you guys?
Era um verdadeiro caos.,It was a mess.
Onde os senhores moram?,Where do you guys live?
Isso seria assassinato.,That'd be murder.
Eu voltei hoje.,I've returned today.
Eu voltei hoje.,I returned today.
Partiremos no próximo ano.,We're leaving next year.
Sou grato.,I'm grateful.
Você não sabe isso.,You don't know that.
Vocês não sabem isso.,You don't know that.
Ouvi.,Listen.
Ouvi.,Listen!
Ouve.,Listen.
Ouve.,Listen!
Ela também virá?,"Is she coming, too?"
Segurem firme!,Hang on tight.
Vamos entrar!,Let's get inside.
Ela está aqui.,It's here.
O trem descarrilou.,The train ran off the tracks.
O tempo passa voando.,Time flies.
O tempo passa velozmente.,Time flies.
Escrevemos a elas.,We've written to them.
Escrevemos a elas.,We wrote to them.
Acabamos de casar.,We just got married.
Chovia torrencialmente.,It poured.
Parecia um dilúvio.,It poured.
Era um dilúvio.,It poured.
Não chove mais.,It's not raining anymore.
Jurei que nunca faria isso.,I swore I'd never do that.
Jurei que nunca faria isso.,I vowed I'd never do that.
Elas se divertiriam.,They'd have fun.
Não precisei de repetir.,I didn't have to say it twice.
Vamos começar pelo senhor.,Let's start with you.
Vamos começar com vocês.,Let's start with you.
Eles são uma família.,They're family.
"Liguem para casa, senhoras!",Call home!
Eu mantive minha palavra.,I kept my word.
Ele cumpre a palavra.,He's a man of his word.
Ele cumpre a palavra.,He keeps his word.
"Comece aqui, senhor.",Start here.
"Comece, senhor.",Get started.
Era simplesmente um caos.,It was a mess.
Eu não pude responder.,I couldn't answer.
Não quero dar nomes.,I don't want to name names.
Está chovendo novamente.,It's raining again.
Está chovendo novamente.,It's raining again!
Reconheço que errei.,I admit I was wrong.
Não se arrisque!,Don't risk it.
Segure-se firme!,Hang on tight.
Preste atenção e aprenda!,Watch and learn.
Não o compre!,Don't buy it.
Todo mundo está aqui.,Everyone's here.
Isso realmente dói.,That really hurts.
Eis-me aqui.,Here I am.
Eu mal a conheço.,I barely know you.
Eu mal a conheço.,I barely know her.
Não me posso levantar.,I can't get up.
"Para mim, tanto faz.",I don't care.
"Para mim, tanto faz.",I don't care!
"Para mim, tanto faz.",It's all the same to me.
"Para mim, tanto faz.",I don't mind.
Não pise na grama.,Keep off the grass!
Vou devolver isso.,I'll give it back.
Eu nunca te decepcionarei.,I'll never let you down.
Preciso voltar para casa.,I've got to go home.
Não estou vendo nada.,I don't see anything.
Não estou vendo nada.,I can't see a thing.
Não estou vendo nada.,I don't see anything!
Não estou vendo nada.,I can't see anything!
Muito grato!,Thank you very much!
Muito grato!,Thanks a lot!
Muito grato!,Thank you very much.
Muito grato!,Thanks a lot.
Muito grato!,Thanks a bunch.
Tom quase chorou.,Tom almost cried.
Tom voltou a perguntar.,Tom asked again.
Era fácil demais.,It was a walk in the park.
Tom trabalha em casa.,Tom works at home.
Saiam já daqui!,Get the fuck out!
Saiam já daqui!,Get the fuck out of here!
Saiam já daqui!,Get the fuck out of here.
Que foi que aconteceu?,What's happened?
Não quero detê-lo.,I won't stop you.
Temos uma única chance.,We've only got one shot at this.
Temos uma única chance.,We've only got one chance.
"Alô, Tom!","Hello, Tom."
"Alô, Tom!","Hi, Tom!"
"Alô, Tom!","Hi, Tom."
"Alô, Tom!","Hello, Tom!"
Fui a pé.,I went.
Eu mal o conheço.,I barely know you.
Isso não está certo.,That's wrong.
Isso não está certo.,That's wrong!
Estou perdido!,It's curtains for me!
Estou perdido!,I'm lost!
Levei um tremendo susto.,My heart sank into my boots.
Ele não é bobo.,He's not stupid.
Exatamente.,That's absolutely right.
Exatamente.,Exactly.
Quem herda não furta.,"Like father, like son."
Quem herda não furta.,The apple doesn't fall far from the tree.
Quem está no time?,Who's on the team?
Não veja televisão.,Don't watch TV.
Acontece de tudo.,Stuff happens.
Começou a fazer frio.,It grew cold.
É uma felicidade.,It's a happy thing.
"Como é, está gostando?","You like it, huh?"
Eu disse que não te conhecia.,I said I didn't know you.
Tom disse que não sabia que Mary queria comer pizza.,Tom says he didn't know Mary wanted to eat pizza.
Pênalti!,It's a penalty!
Tom pediu a Mary para lhe dizer onde ela estava.,Tom asked Mary to tell him where she'd been.
Provavelmente Tom sequer tentará falar com Mary.,Tom probably won't even try talking to Mary.
Não compre algo sem verificar seu conteúdo.,Don't buy a pig in a poke.
Sami estava filmando.,Sami was filming.
Hoje eu trabalho em casa.,Today I'm working at home.
Eu nem conheço o cara.,I don't even know the guy.
Tom foi solto da prisão semana passada.,Tom was released from the prison last week.
Minha modesta pessoa.,Yours truly.
Você provavelmente deve estar se perguntando com quem eu vou fazer isso.,You're probably wondering who I'm going to do that with.
Você nunca deveria ter deixado o Tom ir para a Austrália sozinho.,You never should've let Tom go to Australia by himself.
O Tom não fez essa pergunta.,Tom didn't ask that question.
Estamos cansados do Tom.,We're sick of Tom.
O Tom não conseguiu voltar para a casa dele.,Tom wasn't able to go back to his house.
Quem é o tesoureiro?,Who's the treasurer?
O Tom recebeu um e-mail da Mary.,Tom got an email from Mary.
O Tom chegou em casa por volta da meia-noite.,Tom got home about midnight.
O Tom largou os estudos e começou a trabalhar.,Tom quit school and started working.
Você foi o único que não fez isso.,You're not the only one who didn't do that.
Você foi a única que não fez isso.,You're not the only one who didn't do that.
A família do Tom se mudou para a Austrália.,Tom's family moved to Australia.
Nós estamos encrencados.,We're troubled.
Estamos encrencados.,We're troubled.
Eu fiz dois turnos hoje.,I worked two shifts today.
É muito legal ter amigos no Tatoeba!,It's amazing to have friends on Tatoeba!
Eu apenas faço o que eu tenho que fazer.,I just do what I have to do.
Apenas faço o que eu tenho que fazer.,I just do what I have to do.
Eu não quero tentar fazer isso de novo.,I don't want to try doing that again.
O Tom e a Mary nem apertaram as mãos.,Tom and Mary didn't even shake hands.
Eu deveria contar para o Tom o que nós fizemos?,Should I tell Tom what we did?
O Tom não contou para os pais dele o que ele tem feito.,Tom didn't tell his parents what he'd done.
"Você vai para o hospital amanhã, não vai?","You'll go to the hospital tomorrow, won't you?"
Nós não estamos contratando no momento.,We're not hiring right now.
Não estamos contratando no momento.,We're not hiring right now.
Eu vou lá amanhã.,I'll go there tomorrow.
Eu não preciso fazer isso também.,I don't need to do that either.
Não preciso fazer isso também.,I don't need to do that either.
O Tom não nos consultou.,Tom didn't consult us.
Os soldados atearam fogo ao celeiro.,The soldiers set fire to the barn.
Eu vou permanecer mais algumas semanas.,I'm staying for another few weeks.
Nós vamos seguir o exemplo.,We'll follow suit.
Seguiremos o exemplo.,We'll follow suit.
